ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
NapTol_Functional_sc_19_1	878	628	1506	NapTol_Functional_sc_19	13128	+		root (1)	hypothetical protein
NapTol_Functional_sc_19_2	1694	1537	3231	NapTol_Functional_sc_19	13128	-		Bacteria (2)	von Willebrand factor type A domain protein
NapTol_Functional_sc_19_3	173	3356	3529	NapTol_Functional_sc_19	13128	+		root (1)	hypothetical protein
NapTol_Functional_sc_19_4	809	3507	4316	NapTol_Functional_sc_19	13128	-		Treponema caldaria (215591)	Haloacid dehalogenase domain-containing protein hydrolase
NapTol_Functional_sc_19_5	626	4301	4927	NapTol_Functional_sc_19	13128	-	2.5.1.3	Treponema caldaria (215591)	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
NapTol_Functional_sc_19_6	824	4914	5738	NapTol_Functional_sc_19	13128	-	2.7.1.50	Bacteria (2)	Hydroxyethylthiazole kinase (EC 2.7.1.50)
NapTol_Functional_sc_19_7	818	5735	6553	NapTol_Functional_sc_19	13128	-	2.7.4.7	Bacteria (2)	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
NapTol_Functional_sc_19_8	1298	6543	7841	NapTol_Functional_sc_19	13128	-	4.1.99.17	Bacteria (2)	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
NapTol_Functional_sc_19_9	467	8163	8630	NapTol_Functional_sc_19	13128	-	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_19_10	1241	8627	9868	NapTol_Functional_sc_19	13128	-	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_19_11	668	9868	10536	NapTol_Functional_sc_19	13128	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_19_12	1106	10521	11627	NapTol_Functional_sc_19	13128	-	3.5.4.26	Clostridia (186801)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_19_13	401	11912	12313	NapTol_Functional_sc_19	13128	-	1.7.1.13	Bacteria (2)	NADPH dependent preQ0 reductase (EC 1.7.1.13)
NapTol_Functional_sc_19_14	689	12313	13002	NapTol_Functional_sc_19	13128	-		Bacteria (2)	Putative preQ0 transporter
NapTol_Functional_sc_19_15	128	12999	13127	NapTol_Functional_sc_19	13128	-		root (1)	hypothetical protein
NapTol_Functional_sc_38_0	2237	3	2240	NapTol_Functional_sc_38	14516	-	6.3.5.5	Bacteria (2)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
NapTol_Functional_sc_38_1	983	2263	3246	NapTol_Functional_sc_38	14516	+		root (1)	hypothetical protein
NapTol_Functional_sc_38_2	935	3522	4457	NapTol_Functional_sc_38	14516	+		root (1)	hypothetical protein
NapTol_Functional_sc_38_3	1010	4534	5544	NapTol_Functional_sc_38	14516	-	1.1.1.94	Firmicutes (1239)	Glycerol-3-phosphate dehydrogenase (EC 1.1.1.94)
NapTol_Functional_sc_38_4	620	5625	6245	NapTol_Functional_sc_38	14516	+		Bacteria (2)	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY
NapTol_Functional_sc_38_5	476	6260	6736	NapTol_Functional_sc_38	14516	-	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_38_6	1244	6720	7964	NapTol_Functional_sc_38	14516	-	4.1.99.12	Clostridia (186801)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_38_7	638	7966	8604	NapTol_Functional_sc_38	14516	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_38_8	1100	8641	9741	NapTol_Functional_sc_38	14516	-	3.5.4.26	Firmicutes (1239)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_38_9	1310	9987	11297	NapTol_Functional_sc_38	14516	-		root (1)	hypothetical protein
NapTol_Functional_sc_38_10	1622	11796	13418	NapTol_Functional_sc_38	14516	+		root (1)	hypothetical protein
NapTol_Functional_sc_38_11	641	13421	14062	NapTol_Functional_sc_38	14516	+		Oscillochloris trichoides (104176)	RNA polymerase, sigma-24 subunit, ECF subfamily
NapTol_Functional_sc_38_12	440	14074	14514	NapTol_Functional_sc_38	14516	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_0	221	3	224	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_1	797	239	1036	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_2	1259	1147	2406	NapTol_Functional_sc_39	24235	+	6.1.1.21	Bacteria (2)	Histidyl-tRNA synthetase (EC 6.1.1.21)
NapTol_Functional_sc_39_3	1049	2434	3483	NapTol_Functional_sc_39	24235	+		Bacteria (2)	Peptide chain release factor 1
NapTol_Functional_sc_39_4	863	3567	4430	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_5	674	4435	5109	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_6	470	5146	5616	NapTol_Functional_sc_39	24235	+	5.3.1.6	Firmicutes (1239)	Ribose 5-phosphate isomerase B (EC 5.3.1.6)
NapTol_Functional_sc_39_7	254	5696	5950	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_8	1172	6005	7177	NapTol_Functional_sc_39	24235	-	2.6.1.11	Bacteria (2)	Acetylornithine aminotransferase (EC 2.6.1.11)
NapTol_Functional_sc_39_9	131	7470	7601	NapTol_Functional_sc_39	24235	-		root (1)	hypothetical protein
NapTol_Functional_sc_39_10	833	7625	8458	NapTol_Functional_sc_39	24235	-	2.7.2.8	Bacteria (2)	Acetylglutamate kinase (EC 2.7.2.8)
NapTol_Functional_sc_39_11	1226	8472	9698	NapTol_Functional_sc_39	24235	-	2.3.1.35	Bacteria (2)	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase 2.3.1.1)
NapTol_Functional_sc_39_12	1019	9793	10812	NapTol_Functional_sc_39	24235	-	1.2.1.38	Bacteria (2)	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
NapTol_Functional_sc_39_13	596	11136	11732	NapTol_Functional_sc_39	24235	-	1.15.1.1	Monera	Superoxide dismutase (EC 1.15.1.1)
NapTol_Functional_sc_39_14	182	11954	12136	NapTol_Functional_sc_39	24235	-		root (1)	hypothetical protein
NapTol_Functional_sc_39_15	935	12244	13179	NapTol_Functional_sc_39	24235	+		Bacteria (2)	Cobalt-zinc-cadmium resistance protein CzcD
NapTol_Functional_sc_39_16	506	13246	13752	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_17	1718	14084	15802	NapTol_Functional_sc_39	24235	+	6.1.1.3	Bacteria (2)	Threonyl-tRNA synthetase (EC 6.1.1.3)
NapTol_Functional_sc_39_18	470	15976	16446	NapTol_Functional_sc_39	24235	+		Bacteria (2)	Translation initiation factor 3
NapTol_Functional_sc_39_19	467	16568	17035	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_20	2072	17036	19108	NapTol_Functional_sc_39	24235	-		Chloroflexus aggregans (152260)	Cell division protein FtsK
NapTol_Functional_sc_39_21	1658	19260	20918	NapTol_Functional_sc_39	24235	-		Firmicutes (1239)	Zn-dependent hydrolase, RNA-metabolising, CPSF 100 kDa analog
NapTol_Functional_sc_39_22	611	20989	21600	NapTol_Functional_sc_39	24235	-		Monera	Uracil-DNA glycosylase, family 4
NapTol_Functional_sc_39_23	386	21825	22211	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_39_24	416	22277	22693	NapTol_Functional_sc_39	24235	+		Bacteria (2)	Single-stranded DNA-binding protein
NapTol_Functional_sc_39_25	1034	23180	24214	NapTol_Functional_sc_39	24235	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_0	620	79	699	NapTol_Functional_sc_34	39855	-		Bacteria (2)	Cobalt-zinc-cadmium resistance protein CzcD
NapTol_Functional_sc_34_1	182	807	989	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_2	596	1211	1807	NapTol_Functional_sc_34	39855	+	1.15.1.1	Monera	Superoxide dismutase (EC 1.15.1.1)
NapTol_Functional_sc_34_3	1019	2131	3150	NapTol_Functional_sc_34	39855	+	1.2.1.38	Bacteria (2)	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
NapTol_Functional_sc_34_4	1226	3245	4471	NapTol_Functional_sc_34	39855	+	2.3.1.35	Bacteria (2)	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase 2.3.1.1)
NapTol_Functional_sc_34_5	833	4485	5318	NapTol_Functional_sc_34	39855	+	2.7.2.8	Bacteria (2)	Acetylglutamate kinase (EC 2.7.2.8)
NapTol_Functional_sc_34_6	131	5342	5473	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_7	1172	5766	6938	NapTol_Functional_sc_34	39855	+	2.6.1.11	Bacteria (2)	Acetylornithine aminotransferase (EC 2.6.1.11)
NapTol_Functional_sc_34_8	254	6993	7247	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_9	470	7327	7797	NapTol_Functional_sc_34	39855	-	5.3.1.6	Firmicutes (1239)	Ribose 5-phosphate isomerase B (EC 5.3.1.6)
NapTol_Functional_sc_34_10	674	7834	8508	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_11	863	8513	9376	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_12	1049	9460	10509	NapTol_Functional_sc_34	39855	-		Bacteria (2)	Peptide chain release factor 1
NapTol_Functional_sc_34_13	1259	10537	11796	NapTol_Functional_sc_34	39855	-	6.1.1.21	Bacteria (2)	Histidyl-tRNA synthetase (EC 6.1.1.21)
NapTol_Functional_sc_34_14	797	11907	12704	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_15	965	12719	13684	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_16	641	13756	14397	NapTol_Functional_sc_34	39855	-		Oscillochloris trichoides (104176)	RNA polymerase, sigma-24 subunit, ECF subfamily
NapTol_Functional_sc_34_17	1622	14400	16022	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_18	1310	16521	17831	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_19	1100	18077	19177	NapTol_Functional_sc_34	39855	+	3.5.4.26	Firmicutes (1239)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_34_20	638	19214	19852	NapTol_Functional_sc_34	39855	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_34_21	1244	19854	21098	NapTol_Functional_sc_34	39855	+	4.1.99.12	Clostridia (186801)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_34_22	476	21082	21558	NapTol_Functional_sc_34	39855	+	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_34_23	620	21573	22193	NapTol_Functional_sc_34	39855	-		Bacteria (2)	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY
NapTol_Functional_sc_34_24	1010	22274	23284	NapTol_Functional_sc_34	39855	+	1.1.1.94	Firmicutes (1239)	Glycerol-3-phosphate dehydrogenase (EC 1.1.1.94)
NapTol_Functional_sc_34_25	935	23361	24296	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_26	983	24572	25555	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_27	2519	25578	28097	NapTol_Functional_sc_34	39855	+	6.3.5.5	Bacteria (2)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
NapTol_Functional_sc_34_28	722	28372	29094	NapTol_Functional_sc_34	39855	-	4.2.1.33	Monera	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
NapTol_Functional_sc_34_29	767	29262	30029	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_30	1226	30026	31252	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_31	689	31261	31950	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_32	989	31947	32936	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_33	482	32986	33468	NapTol_Functional_sc_34	39855	+		root (1)	hypothetical protein
NapTol_Functional_sc_34_34	1493	33481	34974	NapTol_Functional_sc_34	39855	+		Bacteria (2)	Tricarboxylate transport membrane protein TctA
NapTol_Functional_sc_34_35	950	35268	36218	NapTol_Functional_sc_34	39855	+	1.1.1.95	Bacteria (2)	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)
NapTol_Functional_sc_34_36	200	36438	36638	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_37	122	36700	36822	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_38	389	36867	37256	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_39	371	37604	37975	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_34_40	803	37968	38771	NapTol_Functional_sc_34	39855	-		Sphaerochaeta globosa (1131703)	Transposase
NapTol_Functional_sc_34_41	1016	38758	39774	NapTol_Functional_sc_34	39855	-		root (1)	hypothetical protein
NapTol_Functional_sc_35_0	1457	131	1588	NapTol_Functional_sc_35	32165	-	6.3.5.5	Bacteria (2)	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
NapTol_Functional_sc_35_1	983	1611	2594	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_2	935	2870	3805	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_3	1010	3882	4892	NapTol_Functional_sc_35	32165	-	1.1.1.94	Firmicutes (1239)	Glycerol-3-phosphate dehydrogenase (EC 1.1.1.94)
NapTol_Functional_sc_35_4	620	4973	5593	NapTol_Functional_sc_35	32165	+		Bacteria (2)	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY
NapTol_Functional_sc_35_5	476	5608	6084	NapTol_Functional_sc_35	32165	-	2.5.1.78	Firmicutes (1239)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_35_6	1244	6068	7312	NapTol_Functional_sc_35	32165	-	4.1.99.12	Clostridia (186801)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_35_7	638	7314	7952	NapTol_Functional_sc_35	32165	-	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_35_8	1100	7989	9089	NapTol_Functional_sc_35	32165	-	3.5.4.26	Firmicutes (1239)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_35_9	896	9335	10231	NapTol_Functional_sc_35	32165	-	2.7.13.3	Anaeromyxobacter sp. Fw109-5 (404589)	Sensor protein (EC 2.7.13.3)
NapTol_Functional_sc_35_10	467	10177	10644	NapTol_Functional_sc_35	32165	-		root (1)	hypothetical protein
NapTol_Functional_sc_35_11	1622	11143	12765	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_12	641	12768	13409	NapTol_Functional_sc_35	32165	+		Oscillochloris trichoides (104176)	RNA polymerase, sigma-24 subunit, ECF subfamily
NapTol_Functional_sc_35_13	965	13481	14446	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_14	797	14461	15258	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_15	1259	15369	16628	NapTol_Functional_sc_35	32165	+	6.1.1.21	Bacteria (2)	Histidyl-tRNA synthetase (EC 6.1.1.21)
NapTol_Functional_sc_35_16	1049	16656	17705	NapTol_Functional_sc_35	32165	+		Bacteria (2)	Peptide chain release factor 1
NapTol_Functional_sc_35_17	863	17789	18652	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_18	674	18657	19331	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_19	470	19368	19838	NapTol_Functional_sc_35	32165	+	5.3.1.6	Firmicutes (1239)	Ribose 5-phosphate isomerase B (EC 5.3.1.6)
NapTol_Functional_sc_35_20	254	19918	20172	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_21	1172	20227	21399	NapTol_Functional_sc_35	32165	-	2.6.1.11	Bacteria (2)	Acetylornithine aminotransferase (EC 2.6.1.11)
NapTol_Functional_sc_35_22	131	21692	21823	NapTol_Functional_sc_35	32165	-		root (1)	hypothetical protein
NapTol_Functional_sc_35_23	833	21847	22680	NapTol_Functional_sc_35	32165	-	2.7.2.8	Bacteria (2)	Acetylglutamate kinase (EC 2.7.2.8)
NapTol_Functional_sc_35_24	1226	22694	23920	NapTol_Functional_sc_35	32165	-	2.3.1.35	Bacteria (2)	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase 2.3.1.1)
NapTol_Functional_sc_35_25	1019	24015	25034	NapTol_Functional_sc_35	32165	-	1.2.1.38	Bacteria (2)	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
NapTol_Functional_sc_35_26	596	25358	25954	NapTol_Functional_sc_35	32165	-	1.15.1.1	Monera	Superoxide dismutase (EC 1.15.1.1)
NapTol_Functional_sc_35_27	182	26176	26358	NapTol_Functional_sc_35	32165	-		root (1)	hypothetical protein
NapTol_Functional_sc_35_28	935	26466	27401	NapTol_Functional_sc_35	32165	+		Bacteria (2)	Cobalt-zinc-cadmium resistance protein CzcD
NapTol_Functional_sc_35_29	464	27510	27974	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_30	1718	28306	30024	NapTol_Functional_sc_35	32165	+	6.1.1.3	Bacteria (2)	Threonyl-tRNA synthetase (EC 6.1.1.3)
NapTol_Functional_sc_35_31	470	30198	30668	NapTol_Functional_sc_35	32165	+		Bacteria (2)	Translation initiation factor 3
NapTol_Functional_sc_35_32	467	30790	31257	NapTol_Functional_sc_35	32165	+		root (1)	hypothetical protein
NapTol_Functional_sc_35_33	764	31258	32022	NapTol_Functional_sc_35	32165	-		Bacteria (2)	Cell division protein FtsK
NapTol_Functional_sc_36_0	1265	352	1617	NapTol_Functional_sc_36	34056	+		Thermincola potens (863643)	Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily
NapTol_Functional_sc_36_1	890	1614	2504	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_2	914	2545	3459	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_3	227	3509	3736	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_4	422	3733	4155	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_5	404	4159	4563	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_6	740	4615	5355	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_7	461	5376	5837	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_8	1223	5946	7169	NapTol_Functional_sc_36	34056	+		Monera	Predicted functional analog homoserine kinase (EC 2.7.1.-)
NapTol_Functional_sc_36_9	638	7162	7800	NapTol_Functional_sc_36	34056	+		Monera	protein unknown function DUF1121
NapTol_Functional_sc_36_10	1373	7835	9208	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_11	464	9171	9635	NapTol_Functional_sc_36	34056	-	2.5.1.9	Clostridiales (186802)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.9)
NapTol_Functional_sc_36_12	1208	9662	10870	NapTol_Functional_sc_36	34056	-	4.1.99.12	Clostridiales (186802)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_36_13	653	10918	11571	NapTol_Functional_sc_36	34056	-	2.5.1.9	Clostridiaceae (31979)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_36_14	1265	11552	12817	NapTol_Functional_sc_36	34056	-	3.5.4.26	Bacteria (2)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193) [Haemophilus
NapTol_Functional_sc_36_15	584	13000	13584	NapTol_Functional_sc_36	34056	-		root (1)	hypothetical protein
NapTol_Functional_sc_36_16	1229	13702	14931	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_17	503	15011	15514	NapTol_Functional_sc_36	34056	+		Clostridiales (186802)	HD family hydrolase, diverged
NapTol_Functional_sc_36_18	1217	15776	16993	NapTol_Functional_sc_36	34056	+	2.6.1.2	Lactobacillales (186826)	Alanine transaminase (EC 2.6.1.2) ## AlaA
NapTol_Functional_sc_36_19	464	17101	17565	NapTol_Functional_sc_36	34056	+		root (1)	hypothetical protein
NapTol_Functional_sc_36_20	719	17753	18472	NapTol_Functional_sc_36	34056	+		Bacteria (2)	Ferredoxin 3 fused to uncharacterized domain
NapTol_Functional_sc_36_21	806	18612	19418	NapTol_Functional_sc_36	34056	+	4.1.1.50	Bacteria (2)	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A
NapTol_Functional_sc_36_22	1454	19429	20883	NapTol_Functional_sc_36	34056	+	4.1.1.19	Firmicutes (1239)	Arginine decarboxylase (EC 4.1.1.19)
NapTol_Functional_sc_36_23	854	20885	21739	NapTol_Functional_sc_36	34056	+	2.5.1.16	Firmicutes (1239)	Spermidine synthase (EC 2.5.1.16)
NapTol_Functional_sc_36_24	851	21726	22577	NapTol_Functional_sc_36	34056	+	3.5.3.11	Firmicutes (1239)	Agmatinase (EC 3.5.3.11)
NapTol_Functional_sc_36_25	194	22675	22869	NapTol_Functional_sc_36	34056	-		root (1)	hypothetical protein
NapTol_Functional_sc_36_26	1151	23101	24252	NapTol_Functional_sc_36	34056	+		Clostridiales (186802)	Exonuclease SbcD
NapTol_Functional_sc_36_27	3143	24249	27392	NapTol_Functional_sc_36	34056	+		Peptococcaceae (186807)	Exonuclease SbcC
NapTol_Functional_sc_36_28	509	27461	27970	NapTol_Functional_sc_36	34056	+		Bacillus sp. 1NLA3E (666686)	flavodoxin
NapTol_Functional_sc_36_29	353	27987	28340	NapTol_Functional_sc_36	34056	+		Bacteria (2)	Uncharacterized conserved protein
NapTol_Functional_sc_36_30	1598	28374	29972	NapTol_Functional_sc_36	34056	+		Peptococcaceae (186807)	Two-component sensor histidine kinase
NapTol_Functional_sc_36_31	1463	29998	31461	NapTol_Functional_sc_36	34056	+		Firmicutes (1239)	transcriptional regulator
NapTol_Functional_sc_36_32	875	31700	32575	NapTol_Functional_sc_36	34056	+	1.17.1.4	Bacteria (2)	Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)
NapTol_Functional_sc_36_33	473	32597	33070	NapTol_Functional_sc_36	34056	+	1.17.1.4	Bacteria (2)	Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)
NapTol_Functional_sc_36_34	824	33230	34054	NapTol_Functional_sc_36	34056	-		Bacilli (91061)	Transposase, IS111A/IS1328/IS1533:Transposase IS116/IS110/IS902
NapTol_Functional_sc_37_0	272	2	274	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_1	797	289	1086	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_2	1259	1197	2456	NapTol_Functional_sc_37	24310	+	6.1.1.21	Bacteria (2)	Histidyl-tRNA synthetase (EC 6.1.1.21)
NapTol_Functional_sc_37_3	1049	2484	3533	NapTol_Functional_sc_37	24310	+		Bacteria (2)	Peptide chain release factor 1
NapTol_Functional_sc_37_4	863	3617	4480	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_5	674	4485	5159	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_6	470	5196	5666	NapTol_Functional_sc_37	24310	+	5.3.1.6	Firmicutes (1239)	Ribose 5-phosphate isomerase B (EC 5.3.1.6)
NapTol_Functional_sc_37_7	254	5746	6000	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_8	1172	6055	7227	NapTol_Functional_sc_37	24310	-	2.6.1.11	Bacteria (2)	Acetylornithine aminotransferase (EC 2.6.1.11)
NapTol_Functional_sc_37_9	131	7520	7651	NapTol_Functional_sc_37	24310	-		root (1)	hypothetical protein
NapTol_Functional_sc_37_10	833	7675	8508	NapTol_Functional_sc_37	24310	-	2.7.2.8	Bacteria (2)	Acetylglutamate kinase (EC 2.7.2.8)
NapTol_Functional_sc_37_11	1226	8522	9748	NapTol_Functional_sc_37	24310	-	2.3.1.35	Bacteria (2)	Glutamate N-acetyltransferase (EC 2.3.1.35) / N-acetylglutamate synthase 2.3.1.1)
NapTol_Functional_sc_37_12	1019	9843	10862	NapTol_Functional_sc_37	24310	-	1.2.1.38	Bacteria (2)	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)
NapTol_Functional_sc_37_13	596	11186	11782	NapTol_Functional_sc_37	24310	-	1.15.1.1	Monera	Superoxide dismutase (EC 1.15.1.1)
NapTol_Functional_sc_37_14	182	12004	12186	NapTol_Functional_sc_37	24310	-		root (1)	hypothetical protein
NapTol_Functional_sc_37_15	935	12294	13229	NapTol_Functional_sc_37	24310	+		Bacteria (2)	Cobalt-zinc-cadmium resistance protein CzcD
NapTol_Functional_sc_37_16	506	13296	13802	NapTol_Functional_sc_37	24310	+		root (1)	hypothetical protein
NapTol_Functional_sc_37_17	1718	14134	15852	NapTol_Functional_sc_37	24310	+	6.1.1.3	Bacteria (2)	Threonyl-tRNA synthetase (EC 6.1.1.3)
NapTol_Functional_sc_37_18	470	16026	16496	NapTol_Functional_sc_37	24310	+		Bacteria (2)	Translation initiation factor 3
